"CONVOCATORIA","SEMESTRE DE CONVOCATORIA","BENEFICIO OTORGADO","DEPARTAMENTO DE NACIMIENTO","MUNICIPIO DE NACIMIENTO","FECHA DE NACIMIENTO","GÉNERO","SUBREGIÓN DE RESIDENCIA","MUNICIPIO DE RESIDENCIA","ESTRATO","GRUPO ETNICO","VICTIMA DEL CONFLICTO ARMADO","UNIVERSIDAD","PROGRAMA CURSADO","MUNICIPIO OFERTA","TIPO DE FORMACIÓN","GRADUADO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Sep 24 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Mar 30 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1990 Mar 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","GERENCIA EN SISTEMAS DE INFORMACION EN SALUD","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1984 Oct 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION LOGISTICA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Mar 03 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN ACTIVIDAD FISICA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1992 Jan 14 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENFERMERIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1989 Dec 11 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA EN GESTION FINANCIERA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1992 Jan 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN COSTOS Y AUDITORIA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Aug 06 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","SI","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1994 Aug 15 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","ADMINISTRACIÓN FINANCIERA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","APARTADO","2002 Jan 04 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","TRADUCCION INGLES-FRANCES-ESPAÂ¿OL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Apr 04 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE MATERIALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1994 Jul 04 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE TELECOMUNICACIONES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jun 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA ELECTRICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1991 Sep 12 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA EN GESTION COMERCIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Aug 15 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1994 Nov 05 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ZOOTECNIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1996 Jul 20 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","CONTADURIA PUBLICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1993 May 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Sep 30 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN COSTOS Y AUDITORIA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","2001 Jun 10 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","CIENCIA POLITICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Dec 12 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE MATERIALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Dec 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE MATERIALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jun 23 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA CIVIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Jul 28 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE CONTROL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1995 Feb 22 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Jul 20 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","COMUNICACION SOCIAL - PERIODISMO","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1992 Sep 06 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION AEROPORTUARIA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BETULIA","2000 Sep 05 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA QUIMICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1985 Dec 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1986 Dec 27 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN TRABAJO SOCIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1994 Dec 01 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION ADMINISTRATIVA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1987 Mar 22 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1991 Nov 23 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS DE COMPUTO DISENO E INSTALACION DE CABLEADO ESTRUCTURADO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jun 04 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA CIVIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Sep 18 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA DE PRODUCTIVIDAD Y CALIDAD","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Jan 02 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Jul 01 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA QUIMICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1990 Dec 28 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ZOOTECNIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","SAN RAFAEL","2001 Sep 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","ZOOTECNIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Aug 15 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION AEROPORTUARIA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Mar 12 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jun 20 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE TELECOMUNICACIONES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Jun 22 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ESTADÂ¿STICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","SANTANDER","BARRANCABERMEJA","2001 Aug 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ADMINISTRACION DE EMPRESAS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Jul 15 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","TRABAJO SOCIAL","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Nov 05 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN CONTABILIDAD Y FINANZAS","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jun 17 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","FISICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1986 Sep 02 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DEL TALENTO HUMANO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1995 Jun 14 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ZOOTECNIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1989 Apr 10 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Dec 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Sep 25 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LICENCIATURA EN ARTES PLASTICAS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Nov 22 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE CONTROL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ENVIGADO","2002 Apr 27 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","ARQUITECTURA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Mar 16 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1994 Feb 18 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS","TECNOLOGIA EN GESTION AMBIENTAL TERRITORIAL","BELLO","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Sep 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","ADMINISTRACION DE EMPRESAS","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Aug 12 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","BIOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Feb 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN PSICOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2002 Apr 08 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","PROFESIONAL EN DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Apr 19 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","SOCIOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 May 25 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1995 Jun 05 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE MATERIALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Aug 24 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","HISTORIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Jun 20 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS","TECNOLOGIA FINANCIERA Y CONTABLE","BELLO","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2002 Jun 10 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE NEGOCIOS","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","VALLE DEL CAUCA","CAICEDONIA","2001 Aug 27 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","FISICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jun 29 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN CRIMINALISTICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Jun 22 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN CRIMINALISTICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jul 26 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DEL TALENTO HUMANO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Nov 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE SISTEMAS E INFORMATICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Nov 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","TRABAJO SOCIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2002 May 02 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN SISTEMAS DE GESTION AMBIENTAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jan 12 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Aug 23 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","CIENCIA POLITICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jul 05 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE MINAS Y METALURGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","2001 Apr 20 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN PSICOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Nov 09 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA INDUSTRIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2002 Feb 10 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ANTROPOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1995 Feb 15 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","BOGOTA","BOGOTA, D.C.","2002 Aug 26 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN CONTABILIDAD Y FINANZAS","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 Jun 25 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2001 May 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","PROFESIONAL EN DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
